artist,comments,country,dated,department,description,id,img_url,medium,onview,role,submit_time,title,web_url
,"This standing figure is a bodhisattva, a being who has postponed its own passage to nirvana in order to guide others to salvation. Bodhisattvas are often depicted as paired attendants to a buddha. This sculpture, too, was probably once worshipped as part of a triad of sculptures, positioned to either the left or right of a central icon. 
	
This bodhisattva stands on a stone base (the square plinth, two lions, and the lower half of a lotus-shaped pedestal) that was created for a separate sculpture of the historical Buddha, Shakyamuni. Several lengthy inscriptions on the base explain that an original sculpture was created in 570, and then another was installed at the same temple in 581, both utilizing this base. In 574, an emperor of the Northern Zhou dynasty (557–81) prohibited Buddhism in China, and many idols were desecrated. This may be the reason the base has some apparently intentional damage (two of four lions have been removed) and is no longer with its original sculpture. At some later date, the base came to be used for the present bodhisattva. In the early 1900s, it became the first work of Asian art to enter Mia’s collection.",China,571,Asian Art,"Standing Guanyin with lotus bud(?) in left hand, right hand missing, inscribed base which bears the date 571 A.D., translation of inscription filed with purchase blank, from Xi'an in Shaanxi province.",131,https://6.api.artsmia.org/131.jpg,Black marble with traces of pigments and gilding,,Artist,2023-05-09 15:52:39,Standing Bodhisattva,https://collections.artsmia.org/art/131
Artist: Bai Haonian,"Appreciated for their expressive ""brush play,"" ink monochrome paintings of grapevines and squirrels were first popularized in 13th century China. During the Yuan period (1279-1368), such paintings were used to ridicule the Mongol rulers who, like squirrels, occupied high places but lived in fear of people. The inscription of this work, however, indicates that it was commissioned by a Japanese patron in the early 20th century and, its artistic balance between formalistic and realistic concerns creates a heightened aesthetic tension remarkably different from the earlier prototypes.
The inscription reads:

In this world both style and taste are subjective, so don't hesitate to call this work sweet or sour. During the thirty-first year of the Kuang-hsu reign (1905) on an auspicious day when the full moon was gloriously yellow I painted this . . .in old Beiping at the refined request of Master Sato.

Bai Haonian, from Changli district in the Qing Kingdom",China,1905,Asian Art,"grapevine that swirls up from LRC to ULC to URC and down again; three grape clusters in upper half; one at each side center; one squirrel URQ, one LLQ; cricket R center",151,https://6.api.artsmia.org/151.jpg,Ink on paper,,Artist,2023-05-09 15:53:03,Squirrels and Grapevine,https://collections.artsmia.org/art/151
,"This robust half-round table is an early example of a rare form. Huang-hua-li half-moon tables do not seem to have been made in great numbers and only a few Ming examples have survived. It is assumed that these tables were originally made in pairs to be placed together to make a circular table or separated and placed against a wall.

The sixteenth-century carpenter's manual, Lu-pan Ching, clearly sets out the construction criteria for such tables including the half-width back legs seen here that would form a whole when placed together with their mate. The solid construction of this table with its generous use of timber, supporting cross-stretchers, thick cusped aprons, and archaic style feet (called ""double-hoof"" feet) suggest that it is one of the earlier examples of half-round tables to survive.",China,early 17th century,Asian Art,half-circle table with 4 legs around rounded side; short barbed apron on front with curved supports below connecting legs,152,https://6.api.artsmia.org/152.jpg,Huang-hua-li hardwood,,Artist,2023-05-09 15:53:05,Half Moon Table,https://collections.artsmia.org/art/152
,"This small plate with impressed design at first glance appears to be a typical example of so-called ""northern celadon"" produced at the Huangluo kiln complex at Dongchuan, Yaozhou county, Shanxi province. Close examination, however, shows a design in the caveto comprised of young boys playing with dogs in a lush, garden-like setting complete with Taihu rocks. This very rare motif of children and dogs has only one recorded counterpart; a bowl of similar size in Osaka, Japan.",China,c. 1150,Asian Art,small green glazed plate with incised molded decoration of 5 boys and 2 dogs playing among plants,153,https://6.api.artsmia.org/153.jpg,"Porcelaneous stoneware with moulded decor under a celadon glaze, Yaozhou ware",,Artist,2023-05-09 15:53:06,Plate,https://collections.artsmia.org/art/153
Artist: Wang Chin-shen,"This rare and unusual imperial ink cake has the form and color of a shallow carved lacquer dish. Red ink was used in official court transcripts for punctuation, corrections, and imperial inscriptions. This specially commissioned cake was likely made to commemorate an important court event. The central medallion is finely worked with a pair of gilt dragons flanking a two-character inscription that reads ""imperially bestowed."" The cavetto bears a long seal-script inscription. The reverse is decorated with archaistic dragons and flowing pearls in low relief as well as a gilt nine-character mark that reads ""Made by Wang Chin-sheng in the Chin-lung period of the great Ch'ing dynasty.""",China,1736-1795,Asian Art,dish-shaped red ink cake with incised gilt dragons and 2 gilt characters at center; gilt inscription inside square on bottom; 2 rows of raised characters around edge; raised abstracted dragons around edge on bottom,156,https://6.api.artsmia.org/156.jpg,"Colors, gold and animal adhesive",,Artist,2023-05-09 15:53:09,Imperial Ink Cake,https://collections.artsmia.org/art/156
,"This ovoid vase has an octagonal cross section and each of the eight sides comprising the vessel is decorated with molded recessed panels depicting one of the Eight Daoist Immortals amidst two floral sprays. The images of the immortals are shown standing on drifting clouds and each carry their identifying attributes.
A wax resist technique was employed in the decoration of this piece. The central panels were painted with wax before glazing to prevent the celadon glaze from adhering to those areas. Upon firing, the unglazed portions of the clay body burned a bright rust color due to iron compounds in the clay.",China,c. 1300,Asian Art,"Longquan ware; celadon glaze with 8 unglazed cartouches carved with immortals; floral cartouches above and below each immortal; low foot, narrow mouth",157,https://6.api.artsmia.org/157.jpg,Longquan ware Porcelain with celadon glaze over impressed designs,,Artist,2023-05-09 15:53:11,Vase with the Eight Daoist Immortals,https://collections.artsmia.org/art/157
,,China,late 18th century,Asian Art,"small tray with pierced sides and apron; brass mount at each corner; sides decorated with rosette flanked by stylized dragon heads, surrounded by scrolling foliage",158,https://6.api.artsmia.org/158.jpg,Chi-ch'i-mu hardwood and white brass,,Artist,2023-05-09 15:53:12,Stationery Tray,https://collections.artsmia.org/art/158
Artist: Zhu Chang,"Born in Anhui province, Zhu Chang lived mostly in neighboring Xin'an. While there, he studied with Hongren (1616-1663), the central figure of the Anhui or Xin'an school of painting. It was from that renowned master that Zhu learned the basics of his own technique and style. This scroll features the rectilinear and multi-faceted cliffs and elongated spreading pines characteristic of the famous Huangshan mountains of Anhui province. The linear, rather spare style capturing the fissured forms and surfaces of the rocks and trees, owes a great deal to Hongren as well as to the solitary nature of Zhu's own personality. Zhu is also said to have studied and copied works by various Yuan dynasty masters: their influence is observed in the extreme degree of simplification in his sparse landscape paintings.

The inscription reads:

During the first lunar month of the year 1668, painted at leisure in the Bamboo Hill Inn on the River Gau by Zhu Chang, called Shanshi.",China,1668,Asian Art,tall reddish mountain peaks at top; 3 trees next to a stream with a small bridge in foreground; wood rollers,159,https://6.api.artsmia.org/159.jpg,Ink and color on paper,,Artist,2023-05-09 15:53:13,Landscape at Han River Bamboo Hall,https://collections.artsmia.org/art/159
Artist: Bian Shoumin,"Famous for his rather svelte ink paintings of wild geese, the professional artist Bian Shoumin also developed a more personal, less commercial style of painting grounded in the unassuming nature of literati art. Simple large images of fruit and vegetables fill the pages of this album. The point of these still lifes is hardly the importance of the subject matter—mushroom, turnips, or peapods—but rather the complex formal arrangement of pictorial elements and the rich and subtle techniques with which they are given form. In adopting this approach,Bian creates images quite distinct from earlier masters with a dry ink technique that resembles nothing so much as charcoal drawings.
The subjects inlcude cabbage, a pun for wealth; mushrooms, representing good health; turnips; eggplants; bamboo shoots, a pun for grandsons; peapods, lotus rhizome and water caltrap, emblems of benevolence and cleverness; and arrowroot bulbs representing happy tidings for parents and compassion.",China,1747,"Chinese, South and Southeast Asian Art","5 mushrooms, 2 upside down",160,https://6.api.artsmia.org/160.jpg,Ink on paper,,Artist,2023-05-09 15:53:14,"Mushrooms, from an eight leaf album of vegetables",https://collections.artsmia.org/art/160
Artist: Wang Rusheng,"The bare trees and wintry sky in this precisely rendered scene indicate that the season is winter and the temperature cool. Children have gathered within the courtyard of a large household to greet the New Year morning with drums, harps, cymbals, and fire crackers. Attractive, easily understood, paintings like this were displayed throughout the New Year holiday season in China lending a festive air to celebratory activities.

The figurative style of Wang Rusheng is rooted in late Ming Suzhou artists like Li Shita (1549-1621). The legends of the seals that Wang used in this painting suggest that, in spite of his assured professional technique, he still saw himself as a literati. His seals read: Ru Sheng(""bound to advance""); Xue Geng (""plowing through study"") and Jin Ren Ai Gu Ren (""not adhering to my contemporaries but loving the ancients"").",China,1734,Asian Art,"seven figures in LLQ blowing horns, playing gongs, cymbals and drums and lighting firecrackers; 3 figures inside a building at R; bare trees and grey sky; wood rollers",161,https://6.api.artsmia.org/161.jpg,Ink and color on paper,,Artist,2023-05-09 15:53:15,Greeting the New Year,https://collections.artsmia.org/art/161
Artist: Zhu Sheng,"Zhu Sheng was born in the modern city of Hangzhou in the Zhejiang province. He studied under Lu Dezhi (1585-1660), a specialist in bamboo and orchid paintings who in turn was inspired by the great Song dynasty masters of bamboo paintings, Su Shi (1036-1101) and Wen Dong (1019-1079). This background rooted Zhu Sheng in a rather pictorial approach to painting. The second edition of the famous ""Mustard Seed Garden Painting Manual"" featured Zhu Sheng's designs for bamboo and orchid painting and he enjoyed professional success while working in Nanjing during his later years.

The inscription reads:

During the late spring of the year 1688, done after the brush-mode of the plum-blossom Daoist Wu Chen (1280-1354) by the seventy-one year old Zhu Sheng.",China,1688,Asian Art,tall bamboo stalks with leaves growing next to a stream with rocks at LL and R side near bottom; wood roller,162,https://6.api.artsmia.org/162.jpg,Ink on silk,,Artist,2023-05-09 15:53:16,Bamboo and Rocks,https://collections.artsmia.org/art/162
,"Wenchang is the combination of two deified personages. The first is a local deity called Zitong who was worshiped in Sichuan during the Tang dynasty. The second is the deity of the constellation Ursa Major known by the Chinese as Kui. The reason why and how they became to be merged remains unclear, however, after the Tang dynasty the two became a single deity under the name of Wenchang and was venerated as the Deity of Literature. Wenchang is represented as a handsome man in the sitting posture. Sometimes he is also shown standing upon a fish, because the carp of the Yellow River is believed to make an ascent of the stream in the spring of each year, and those who succeed in passing the rapids of Longmen in Henan, become changed into dragons. This supposed transformation of fish to dragon has become an example and synonym for the literary success of the industrious student.
The relatively large size and unusual palette of green, blue, and aubergine enamels distinguish this Cizhou ceramic. It is a fine example of early, overglaze enamel decoration.",China,12th-13th century,Asian Art,"male figure seated on a chair placed on a small podium; man has PL hand on thigh and PR hand on belt; glazed in green, blue, brown and yellow; dragon on front of man's garment",163,https://6.api.artsmia.org/163.jpg,Cizhou ware Slip coated stoneware with overglaze enamels on a clear glaze,,Artist,2023-05-09 15:53:17,"Figure of Wenchang, Deity of Literature",https://collections.artsmia.org/art/163
,"With its shallow oval shape and quatrefoil outline, this tenth century ceramic brushwasher is likely based on a silver vessel. The upright sides are molded in high relief with ""precious objects"" flanked by stylized florets with ""classic scroll"" borders around the rim and base. The decoration has been picked out in bright green while the background is glazed in amber brown, two of the most common glaze colors in Liao dynasty (907-1125) ceramics.
A pair of octafoil brushwashers with the same colors as this vessel and similar moulded décor was excavated in 1977 from a Liao dynasty tomb in Wengniute County, Inner Mongolia.",China,10th century,Asian Art,quadrilobed design; edges decorated with applied stamped scroll and floral designs; green and tan glaze,164,https://6.api.artsmia.org/164.jpg,Stoneware with moulded decor under green and amber glaze,,Artist,2023-05-09 15:53:19,Brushwasher,https://collections.artsmia.org/art/164
,,China,late 12th century,Asian Art,"small dish incised with white rabbit in tall yellow grasses; glazed in white, yellow, brown and green",165,https://6.api.artsmia.org/165.jpg,"Stoneware with incised decor under green, yellow, and aubergine glazes",,Artist,2023-05-09 15:53:20,Small Dish,https://collections.artsmia.org/art/165
,"Appearing almost black, a lustrous dark brown glaze covers the interior and exterior of this beautifully formed bowl. The lip is edged in a russet color, and large portions of the body boast radiant patterns of russet markings. The varied glaze finishes result from the use of different iron bearing solutions. The density and color of the clay and type of cut foot indicate that this bowl most likely came from the Guangyuan kilns in north-central Sichuan province. The vessel was dipped three times in iron-rich glaze compounds to achieve the beautiful combination of velvety black and brown mottles.",China,12th century,Asian Art,"deep bowl with low, slightly flaring ring foot; curved sides; blue-black glaze over brown on interior and exterior; brown slip on foot",185,https://6.api.artsmia.org/185.jpg,Guangyuan ware Stoneware with black glaze with mottled russet markings in overglaze iron oxide,,Artist,2023-05-09 15:53:43,Bowl,https://collections.artsmia.org/art/185
,,China,10th century,Asian Art,"low box with straight sides, forming a cylinder; low flaring foot ring; slightly domed cover with bud-shaped finial; brown glazed exterior; olive green on interior of box",186,https://6.api.artsmia.org/186.jpg,Yaozhou ware Stoneware with black glaze,,Artist,2023-05-09 15:53:44,Covered Box,https://collections.artsmia.org/art/186
Artist: Bian Wenyu,"Bian Wenyu was born in Suzhou where he remained loyal to his artistic roots working with other early seventeenth-century Suzhou painters, such as Shao Mi, Sheng Maoye and Chen Yuansu. He became part of the orthodox lineage of artists defined by the great literatus Dong Qichang and was included as one of the ""Nine Friends of Painting"" by later critics.
The inscription suggest that, by aligning oneself with nature, a person could expect to live a quiet life of peace and tranquility, a sought-after goal during the political and social chaos of the early seventeenth century. It reads in part:

Surrounded by ten-thousand li of water is
white cloud village, amidst the flowers is
built a grass hut;
Evening lotus are reflected in clear pools,
good friends face one another on verandas…
The river-side mountains are green without end,
and often seem to float in an endless expanse.

On a summer day in the year 1614, I entrusted (my ideas) to the brush at the Northern Suburb Mountain Cottage. Bian Wenyu",China,1614,Asian Art,"continuous landscape in mountains with river; buildings, small figures and flowering trees throughout; several boats on river",187,https://6.api.artsmia.org/187.jpg,Ink and color on silk,,Artist,2023-05-09 15:53:46,Scenic Beauty Along Rivers and Mountains,https://collections.artsmia.org/art/187
,"Reportedly from the Imperial Palace in Nanking, this magnificent and rare voided silk velvet floor cover is amongst the largest of such carpets known. Most Chinese velvet carpets are decorated with floral décor and it is unusual to find a velvet carpet featuring official dragon imagery. The large scale, imperial five-claw dragons and yellow ground of this carpet indicate it was used in a formal palace setting, possibly an audience hall or throne room.
As with official court costumes, the Imperial Household Agency was responsible for ordering palace furnishings and regulating their correct use within the public rooms and royal residences. The main centers for the production of luxury silk carpets were in South China (where the best silk was produced) in cities like Nanking, Chang-Chou and Hang-chou.",China,late 18th century,"Chinese, South and Southeast Asian Art","tan velvet ground with dragons in clouds, geometric borders and floral designs in blues, cream, black and reds; new khaki backing",199,https://6.api.artsmia.org/199.jpg,Silk voided velvet,,Artist,2023-05-09 15:54:00,Imperial Silk Velvet Carpet,https://collections.artsmia.org/art/199
Artist: Qian Gu,"These four leaves by the Wu school artist Qian Gu come from an album dated to the second month of 1555. Characterizing a majority of his landscapes are an elegant, quiet mood, and clear, understated brushwork that stands between the refinement of Wen Zhengming (1470-1559) and the simpler style of Shen Zhou (1427-1509), the two leading masters of the Wu school.
Born in Suzhou, Qian was orphaned at an early age and had little formal education until he became a pupil of the great literatus, Wen Zhengming. He evolved into an avid book collector and gained a reputation as a fine poet. While Qian often painted in Wen's style, his personal approach is recorded as having been derived more from that of Wen's teacher and friend Shen Zhou, the legendary founder of the Wu school.
Shen's style, defined by simple blunt brushwork, clear compositions, and transparent mineral colors is clearly evident in these landscapes by Qian. The remaining four leaves of this album are in a private Chinese collection.",China,1555,"Chinese, South and Southeast Asian Art",waterfalls in background at UR corner; thatch-roofed buildings among trees (with 2 figures inside) in foreground,204,https://6.api.artsmia.org/204.jpg,Ink and color on paper,,Artist,2023-05-09 15:54:06,Untitled (thatched roof buildings with waterfalls in background),https://collections.artsmia.org/art/204
,"Probably intended for wine, this ovoid bottle is covered with a nearly black glaze into which a decorative scheme was incised and carved before firing. The dark glaze design elements appear against the light grey ground of the exposed body clay. Commonly known as the ""cut-glaze"" technique, this decoration was most likely inspired by the partially glazed brown and white ceramics produced during the Tang dynasty (ninth century) at the Huangbu kilns.
The technique was fully developed at a number of Cizhou type kilns during the early Northern Song (960-1127) and it rose to prominence during the Jin period (1115-1234). This particularly fine example with precisely carved floral patterns was made in the Huairen kilns in northern Shanxi province.",China,late 12th century,Asian Art,"brown glaze; wide shoulder with short narrow neck; 4 bands of cut away (sgraffiato) decoration (from top) leafy scroll, key-fret, floral with twisting vines, stylized leaves and flowers; has fitted blue box",205,https://6.api.artsmia.org/205.jpg,"Huairen ware Stoneware with dark-brown glaze and ""cut-glaze"" decoration",,Artist,2023-05-09 15:54:07,Ovoid Bottle,https://collections.artsmia.org/art/205
,"Many types of pottery dancing figures have been retrieved from Han tombs, but examples of this large size with finely sculpted naturalistic details, are relatively rare. The performance of ritual dance during Han was a court prerogative, and the number of dancers permitted to each noble was regulated according to his rank and merit.

This thin elegant dancer is dressed in the traditional shen yi garment; long and layered robes with oversized sleeves. She captures the stately motion and austere spirit of the ""sleeve-tossing dance"" style (chang xiu wu) which featured a continuous, controlled and coordinated movement of the long sleeves.

The Han dynasty writer Zhang Hong (78-139) described this dance form in one of his poems:
Their vermilion slippers danced between plates and goblets
And they waved their long, dangling sleeves
With a curvaceous, cultivated bearing
Their lovely dresses fluttered like flowers in the wind.",China,2nd century BCE,Asian Art,standing woman wearing a long robe with very long sleeves; woman holds her hands up in front of her shoulders; straight hair pulled back into a low ponytail; cloth-covered mount,206,https://6.api.artsmia.org/206.jpg,Earthenware,,Artist,2023-05-09 15:54:09,"Female ""Long Sleeve"" Dancer",https://collections.artsmia.org/art/206
,"The almsbowl was one of the few essential possessions of a Buddhist monk specified in the Vinaya, the sixth century BCE code of Buddhist monastic practice. Simple monochromatic vessels like this, based on clay Indian prototypes, symbolized the monks' vow of poverty. Of perfectly rounded form, with sides rising from a round base and curving inward to a wide rimless mouth, this bowl is the epitomy of refined elegance and Song taste.

The oldest surviving lacquered almsbowls are eighth century examples preserved in the Sho_so_-in Repository in Nara, Japan. This extremely rare bowl appears to be the most refined in form and finish of all recorded examples and has been dated by carbon-14 analysis of its wooden core to about 1100 CE.",China,c. 1100,Asian Art,round body with rounded bottom and inward-turning lip; black lacquer; rests on fiber-covered ring,207,https://6.api.artsmia.org/207.jpg,Lacquer on wood core,,Artist,2023-05-09 15:54:10,Almsbowl,https://collections.artsmia.org/art/207
,"The uniquely shaped ch'a-tou with its exceptionally wide mouth is a type of waste receptacle that may have also functioned as a spittoon. Its shape evolved from Tang dynasty (610-906) silver vessels and examples have survived in a variety of glazes including yueh celadon, white, black, and ching-pai (shadow blue). The form appears to have been most popular during Tang (618-906) and Northern Song (960-1127). This is the period when tea drinking became popular in China suggesting that this unusual type of vessel may have served as a waste receptacle for tea dregs.",China,9th century,Asian Art,round-bodied jar on a wide ring foot tapering to a very short neck with a widely flaring trumpet mouth; green glaze,208,https://6.api.artsmia.org/208.jpg,Yue ware Porcelaneous stoneware with celadon glaze,,Artist,2023-05-09 15:54:11,Waste Vessel (ch'a-tou),https://collections.artsmia.org/art/208
,"This amusing pillow is modeled in the form of a crouching tiger, with head upturned and fangs bared. The body is covered with amber-orange glaze, which, in turn, is painted with lively black stripes imparting a naturalistic look and rhythmic flare. The top of the headrest is painted with a central medallion encircling a butterfly hovering above an orchid and lotus leaf, all flanked with floral sprays. 
The earliest dates inscribed on tiger-form pillows are from the Jin dynasty (1115-1234) and the theme itself may be derived from paintings of tigers, which were popular throughout the Song period (960-1279). This type of two-color (tan and black) slip painted decoration is one of over twenty decorative techniques developed at the several Cizhou kilns of North China. This marvelous example is exceptionally well preserved.",China,late 12th century,Asian Art,ceramic pillow shaped like a reclining tiger with tail against PR side of body; flat top section decorated with floral designs and insect; brown and orange glaze,210,https://6.api.artsmia.org/210.jpg,Cizhou ware Stoneware with black and tan glaze over a white slip under a clear glaze,,Artist,2023-05-09 15:54:13,Tiger Pillow,https://collections.artsmia.org/art/210
,"This exceptionally rare bowl exemplifies the late Tang production of brown painted wares at the Huangbaozhen kilns at Yaozhou in Shanxi province. This region would gain lasting fame for the production of ""northern celadon"" during the Song (960-1279) and Jin (1115-1234) dynasties. The intriguing interior cluster of quatrefoil motifs seen here, probably representing abstract plant forms, appear on pottery shards excavated at the Huangbaozhen site. The painting technique developed during Tang at this important ceramic center provides a northern precedent for the popular brown and white slip decorated wares of the Cizhou kilns which flourished during Song and Yuan dynasties (1280-1368).",China,9th century,Asian Art,"rounded body on raised foot; slightly inward-curving lip; surface decorated with abstracted floral shapes in brown glaze 5 on interior, 4 at lip and outer edge, separated by brown ovals",211,https://6.api.artsmia.org/211.jpg,Huangbaozhen ware Stoneware with floral décor in brown glaze on light white slip,,Artist,2023-05-09 15:54:14,Bowl,https://collections.artsmia.org/art/211
,"This handsomely shaped lidded bowl with vertical slightly inturned walls was a popular ceramic form during the Song dynasty (960-1279). The type was produced at several kilns in a variety of glazes.
The subtle color of this brown glazed ware, called kaki(persimmon) by the Japanese, was derived by a very high content of iron which forms a brown skin on the surface that contrasts with a darker color beneath the surface. The fact that the bowl is glazed down to the base, with the foot and interior also glazed indicates the earlier phase of this ware's manufacture during the Northern Song period (960-1127). The fine hard clay of the body suggests the Yaozhou kiln in Shanxi province as the likely source of manufacture.",China,11th-12th century,Asian Art,small round-bottomed bowl with short foot; sides slightly flaring inward; slightly domed lid with wide lip; small finial; brown glaze,212,https://6.api.artsmia.org/212.jpg,Yaozhou ware Stoneware with persimmon brown glaze,,Artist,2023-05-09 15:54:16,Covered Bowl,https://collections.artsmia.org/art/212
,"The short broad shape of this vessel, often described as a truncated bottle (tulu ping), is also found in celadon wares and brown glaze ceramics of the Song period (960-1280). The various Cizhou kilns of North China evolved an incredible variety of decorative techniques during this era. This bottle displays the brown and white coloration of most Cizhou ware but the combination of an incised pattern overlaid with a white slip which, in turn, is painted with brown floral decor is somewhat unusual. As Cizhou was not a court controlled ware, potters were free to experiment with different designs and techniques.",China,12th-13th century,Asian Art,"jug shaped with flat bottom; inward-flaring shoulder to narrow, short neck and flaring lip; white glaze with lightly incised pattern on body; 2 brown stripes and brown scrolling designs below a brown band with incised curves",213,https://6.api.artsmia.org/213.jpg,Cizhou ware Stoneware with incised decor under a white slip with painted iron brown design under a clear glaze,,Artist,2023-05-09 15:54:17,Beehive-shaped Vase,https://collections.artsmia.org/art/213
,"This type of tall pear-shaped bottle-vase with long neck and flared mouth is called a yuhuchunping by the Chinese. Typically used as a display vase for carefully arranged floral displays, it is one of the most elegant shapes in Chinese ceramics. This example features floral patterns that were carved through the white slip to reveal the contrasting grey of the clay body. This was a common decorative technique at Cizhou kilns in North China during the Song, Jin, and Yuan dynasties (11th-14th centuries). More commonly, a dark-brown glaze was carved to reveal a lighter clay body, opposite of the light on dark effect seen here.",China,13th century,Asian Art,"pear-shaped body with long flaring neck; carved floral pattern; knife-cut, slightly flared foot; light tan glaze with light grey stoneware",216,https://6.api.artsmia.org/216.jpg,Cizhou type ware Stoneware with carved slip decoration under clear glaze,,Artist,2023-05-09 15:54:21,Bottle Vase,https://collections.artsmia.org/art/216
,"This type of high-shouldered storage bottle is termed huanqing ping and meiping in Chinese. The accompanying white-rimmed bowls were reportedly recovered from the same find along with the bottle and, indeed, similarities in clay body and brown glaze suggest that they are products of the same kiln. The jar is wheel-turned with a carefully trimmed foot, shoulder, and lip. The persimmon color glaze is probably no more than a thin coating of the dark, reddish glaze suggesting that the bottle was dipped twice; first in a diluted slurry that resulted in the caramel or persimmon color, and then into the primary slurry that produced the dark brown outer glaze.",China,12th-13th century,Asian Art,ovoid-shape with vertical incised lines; angled neck with persimmon glaze with streaks on bottom half; dark red glaze on body; unglazed foot,217,https://6.api.artsmia.org/217.jpg,Cizhou ware Stoneware with persimmon and dark-brown glaze over carved decor,,Artist,2023-05-09 15:54:22,Bottle,https://collections.artsmia.org/art/217
,It is rare to find the human face used as a motif in early Chinese bronzes. This small fitting also exhibits four simplified t'ao-t'ieh masks in rounded relief at the end of each tube. The object most likely served to connect the leather straps of a horse bridle. The internment of horses in royal and aristocratic bronze age tombs was relatively common in ancient China and a great number of bronze chariot and harness fittings have been retrieved from such burials.,China,10th-9th century BCE,Asian Art,"hollow cross-shaped element with human head mask at center, with long nose, small eyes and protruding ears; 4 curvilinear designs at each open end on front; black wire mount",218,https://6.api.artsmia.org/218.jpg,Bronze,,Artist,2023-05-09 15:54:23,Cross-tube with Human Head Mask,https://collections.artsmia.org/art/218
,,China,c. 1790,European Art,Chinese export,275,https://6.api.artsmia.org/275.jpg,Porcelain,,Artist,2023-05-09 15:55:34,Teapot,https://collections.artsmia.org/art/275
,,China,c. 1760,"Decorative Arts, Textiles and Sculpture","Chinese Export; central scene painted in black, imitating engraving of bergerie, Dutch landscape; sheared rims",276,https://6.api.artsmia.org/276.jpg,Porcelain with enamel decoration,,Artist,2023-05-09 15:55:36,Plate,https://collections.artsmia.org/art/276
,,China,late 18th century,European Art,,290,https://6.api.artsmia.org/290.jpg,Porcelain with enamel decoration,,Artist,2023-05-09 15:55:53,Cup and saucer,https://collections.artsmia.org/art/290
